partida_id,rodata,clube,chutes,chutes_no_alvo,posse_de_bola,passes,precisao_passes,faltas,cartao_amarelo,cartao_vermelho,impedimentos,escanteios
7645,38,Cuiaba,8,3,38,321,72,15,2,0,1,4
7645,38,Santos,13,5,62,513,84,17,1,0,0,6
7646,1,Santos,3,1,34,286,71,18,0,0,4,1
7646,1,Fluminense,26,6,66,545,88,14,1,0,0,8
7647,1,Atletico-GO,10,3,44,403,82,7,3,0,1,4
7647,1,Flamengo,12,3,56,502,87,11,2,0,2,10
7648,1,Ceara,19,9,44,309,69,14,8,1,0,8
7648,1,Palmeiras,17,4,56,377,81,17,4,0,3,11
7649,1,Coritiba,17,9,52,449,85,10,2,0,3,7
7649,1,Goias,7,0,48,421,83,12,4,0,2,3
7650,1,Botafogo-RJ,9,4,56,474,84,6,1,0,0,2
7650,1,Corinthians,15,8,44,382,79,18,4,0,1,4
7651,1,Atletico-MG,15,5,52,534,87,12,2,0,2,3
7651,1,Internacional,6,1,48,491,85,18,4,0,0,3
7652,1,Cuiaba,9,4,34,245,69,23,3,0,0,1
7652,1,Fortaleza,22,5,66,444,84,22,2,0,1,7
7653,1,America-MG,7,1,41,395,75,18,3,2,2,1
7653,1,Avai,13,2,59,541,84,20,3,0,3,6
7654,1,Athletico-PR,7,0,45,435,86,14,3,0,2,5
7654,1,Sao Paulo,18,8,55,517,88,17,1,0,2,5
7655,1,Bragantino,15,2,49,418,79,17,5,0,1,4
7655,1,Juventude,13,7,51,420,81,16,4,0,5,5
7656,2,Goias,9,6,24,198,60,16,4,0,0,2
7656,2,Palmeiras,22,6,76,607,84,7,0,0,2,6
7658,2,Corinthians,14,4,55,597,86,22,1,0,1,7
7658,2,Avai,15,5,45,506,85,12,1,0,5,2
7657,2,Juventude,13,4,55,444,81,11,0,1,2,5
7657,2,America-MG,22,9,45,378,81,19,3,0,2,5
7659,2,Fluminense,12,3,62,525,86,14,1,0,0,5
7659,2,Cuiaba,5,1,38,333,73,18,2,0,1,2
7660,2,Coritiba,22,6,65,519,87,10,4,0,0,7
7660,2,Santos,15,7,35,287,77,22,2,0,2,4
7661,2,Flamengo,19,8,53,420,87,17,2,0,2,2
7661,2,Sao Paulo,6,1,47,372,84,25,6,0,1,3
7662,2,Atletico-MG,17,5,56,521,84,14,3,0,0,5
7662,2,Athletico-PR,12,3,44,408,81,9,2,0,1,2
7663,2,Fortaleza,7,3,48,453,77,13,5,0,3,5
7663,2,Internacional,18,5,52,476,82,15,5,0,0,8
7664,2,Bragantino,18,8,59,485,88,12,1,0,1,13
7664,2,Atletico-GO,5,3,41,366,79,9,4,0,2,2
7665,2,Ceara,18,4,65,469,80,16,1,1,1,4
7665,2,Botafogo-RJ,11,3,35,257,68,15,4,0,2,2
7666,4,Palmeiras,10,2,43,347,76,21,4,0,1,6
7666,4,Flamengo,17,2,57,444,86,15,3,0,1,9
7676,3,Sao Paulo,24,7,67,495,83,12,2,0,2,9
7676,3,Bragantino,15,3,33,242,67,13,5,0,1,6
7677,3,Athletico-PR,10,2,41,354,75,15,4,0,2,6
7677,3,Flamengo,11,6,59,500,81,10,2,0,1,5
7678,3,Palmeiras,20,7,44,339,78,13,1,0,3,12
7678,3,Corinthians,7,1,56,426,84,14,2,0,0,3
7679,3,Fluminense,12,2,58,503,85,15,5,0,4,5
7679,3,Internacional,12,4,42,383,76,12,3,0,2,4
7680,3,Coritiba,11,4,39,415,85,8,1,0,0,3
7680,3,Atletico-MG,20,5,61,659,89,10,2,0,0,3
7681,3,America-MG,19,2,61,490,85,8,0,0,1,8
7681,3,Santos,18,8,39,324,75,16,2,0,2,3
7682,3,Juventude,13,2,58,428,82,18,1,1,2,6
7682,3,Cuiaba,10,4,42,314,77,19,4,0,1,7
7683,3,Botafogo-RJ,17,2,63,526,85,5,1,0,2,7
7683,3,Atletico-GO,9,2,37,320,75,11,2,0,2,2
7684,3,Goias,18,5,60,376,81,20,5,0,3,5
7684,3,Avai,14,4,40,255,70,20,5,1,0,3
7668,4,America-MG,7,3,46,364,75,19,1,0,4,6
7668,4,Athletico-PR,13,6,54,417,79,12,0,0,3,11
7667,4,Bragantino,18,6,44,357,77,20,5,1,0,4
7667,4,Ceara,14,4,56,447,76,11,1,0,4,5
7669,4,Atletico-MG,21,5,70,582,88,15,4,0,2,10
7669,4,Goias,7,2,30,253,70,20,5,0,0,0
7670,4,Atletico-GO,14,7,49,473,85,14,0,0,0,6
7670,4,Cuiaba,17,5,51,475,89,12,2,0,1,4
7671,4,Juventude,7,4,39,256,72,18,5,0,2,4
7671,4,Botafogo-RJ,17,4,61,402,83,14,2,0,2,6
7672,4,Fortaleza,15,5,44,335,73,14,3,0,4,4
7672,4,Corinthians,6,3,56,422,80,14,1,0,1,9
7673,4,Coritiba,20,8,55,438,89,13,0,0,1,8
7673,4,Fluminense,7,4,45,386,81,16,2,1,2,1
7674,4,Avai,11,4,39,378,78,16,4,0,0,2
7674,4,Internacional,23,3,61,537,85,15,2,0,0,18
7675,4,Santos,8,3,43,353,81,8,4,0,0,4
7675,4,Sao Paulo,10,3,57,459,86,15,2,0,2,2
7686,5,America-MG,12,9,31,261,59,22,3,1,3,3
7686,5,Atletico-MG,23,8,69,539,80,7,4,0,3,11
7687,5,Athletico-PR,15,9,40,285,74,19,5,0,1,4
7687,5,Ceara,16,3,60,408,78,8,4,0,1,9
7688,5,Flamengo,17,8,53,408,81,13,1,0,8,10
7688,5,Botafogo-RJ,13,8,47,387,77,18,3,0,1,4
7689,5,Palmeiras,19,5,48,357,85,10,1,0,3,6
7689,5,Fluminense,8,2,52,403,83,13,2,0,0,3
7690,5,Atletico-GO,33,7,77,531,87,12,4,0,2,12
7690,5,Goias,6,3,23,173,60,11,2,1,2,0
7691,5,Corinthians,4,1,42,416,80,9,2,0,1,1
7691,5,Bragantino,8,2,58,537,83,11,1,0,3,1
7692,5,Cuiaba,16,3,53,454,88,12,2,0,2,8
7692,5,Santos,12,7,47,417,83,14,1,0,1,4
7694,5,Sao Paulo,4,2,46,339,72,14,3,0,2,4
7694,5,Fortaleza,12,3,54,383,79,16,2,0,3,9
7693,5,Internacional,8,3,43,359,76,13,5,0,1,3
7693,5,Juventude,12,5,57,454,82,22,5,0,2,6
7695,5,Coritiba,8,4,42,385,79,13,3,0,1,7
7695,5,Avai,12,6,58,546,84,14,3,0,0,5
7696,7,Atletico-MG,18,4,63,648,84,5,2,0,2,10
7696,7,Bragantino,6,1,37,384,77,13,3,1,1,3
7706,6,Palmeiras,14,7,48,388,79,11,2,0,3,7
7706,6,Bragantino,11,2,52,410,81,14,2,0,0,4
7707,6,Flamengo,11,4,59,486,83,22,5,0,0,3
7707,6,Ceara,15,5,41,333,82,18,5,0,4,8
7709,6,Atletico-MG,14,7,57,526,82,16,1,0,2,10
7709,6,Atletico-GO,5,0,43,400,80,14,2,0,1,2
7708,6,Corinthians,15,9,53,426,86,7,2,0,3,6
7708,6,Internacional,13,5,47,385,82,8,2,0,1,5
7710,6,Athletico-PR,12,3,36,290,76,12,2,0,1,5
7710,6,Fluminense,11,6,64,525,86,12,3,0,1,4
7711,6,Cuiaba,6,3,26,215,72,15,1,1,0,3
7711,6,Sao Paulo,21,9,74,593,88,5,2,0,1,15
7712,6,Coritiba,17,7,59,410,85,11,1,0,4,7
7712,6,America-MG,9,2,41,294,79,23,4,1,1,4
7713,6,Botafogo-RJ,13,6,63,512,84,14,3,0,3,5
7713,6,Fortaleza,10,3,37,302,73,15,0,1,2,1
7714,6,Avai,17,5,64,545,84,18,2,0,0,6
7714,6,Juventude,5,3,36,302,78,16,5,2,0,6
7715,6,Santos,16,3,69,507,88,11,0,0,2,9
7715,6,Goias,10,5,31,243,72,14,0,0,0,5
7697,7,Coritiba,14,6,42,358,81,13,1,2,1,5
7697,7,Atletico-GO,17,3,58,498,85,14,4,0,1,3
7698,7,Goias,3,0,36,316,77,19,3,0,3,4
7698,7,Flamengo,11,6,64,580,88,14,1,0,1,6
7699,7,Ceara,11,4,49,394,79,13,5,1,1,2
7699,7,Santos,16,3,51,382,80,9,1,0,2,6
7700,7,Juventude,13,3,45,380,79,20,3,0,1,7
7700,7,Palmeiras,20,8,55,465,83,6,0,0,2,7
7701,7,Cuiaba,11,3,42,319,78,9,1,2,2,4
7701,7,Internacional,14,4,58,426,83,12,7,0,1,11
7702,7,Botafogo-RJ,8,5,58,516,82,9,1,0,1,5
7702,7,America-MG,12,4,42,377,74,19,2,0,3,3
7704,7,Fluminense,7,3,36,290,73,14,1,0,3,5
7704,7,Fortaleza,23,8,64,486,84,13,1,0,0,12
7703,7,Sao Paulo,14,7,44,414,74,12,3,0,2,8
7703,7,Corinthians,13,5,56,513,80,11,2,0,2,8
7705,7,Athletico-PR,12,3,42,345,73,23,2,0,1,5
7705,7,Avai,9,4,58,464,81,17,6,0,0,4
7716,8,Goias,17,2,52,358,81,18,2,0,0,6
7716,8,Bragantino,14,4,48,357,78,22,3,1,1,1
7717,8,Ceara,7,4,48,356,80,10,5,0,3,3
7717,8,Sao Paulo,15,5,52,372,81,19,2,1,2,8
7718,8,Juventude,16,8,37,334,76,16,3,0,0,7
7718,8,Fortaleza,14,3,63,553,84,10,2,0,1,8
7720,8,Palmeiras,17,4,56,477,87,15,1,0,2,4
7720,8,Santos,18,4,44,384,80,19,5,0,1,3
7719,8,Botafogo-RJ,18,3,73,485,83,12,3,0,4,9
7719,8,Coritiba,15,5,27,188,59,10,5,0,3,5
7721,8,Athletico-PR,19,8,41,333,78,17,0,0,4,8
7721,8,Cuiaba,10,0,59,460,86,9,5,0,0,8
7722,8,Corinthians,7,4,63,541,81,13,2,0,0,6
7722,8,America-MG,13,5,37,316,69,19,1,0,1,5
7723,8,Flamengo,7,3,37,302,76,16,5,1,4,2
7723,8,Fluminense,17,6,63,505,86,9,3,1,2,12
7724,8,Atletico-MG,27,7,62,496,83,14,3,0,2,13
7724,8,Avai,5,1,38,321,75,10,2,1,0,0
7725,8,Atletico-GO,20,7,56,524,84,16,2,0,0,12
7725,8,Internacional,10,5,44,433,83,7,1,0,0,3
7685,3,Ceara,19,7,60,451,87,18,4,0,2,1
7685,3,Fortaleza,11,3,40,299,73,18,5,1,0,4
7726,9,Cuiaba,5,2,48,421,76,11,1,0,4,4
7726,9,America-MG,16,6,52,448,76,11,0,0,3,8
7728,9,Coritiba,14,6,49,419,80,9,4,0,1,6
7728,9,Ceara,22,10,51,424,84,14,1,0,4,5
7727,9,Santos,14,3,59,421,81,11,3,0,0,6
7727,9,Athletico-PR,14,4,41,296,78,21,5,0,2,7
7729,9,Sao Paulo,16,4,46,387,73,23,2,0,2,7
7729,9,Avai,17,6,54,445,77,11,2,0,1,4
7730,9,Corinthians,10,1,43,435,83,11,3,0,0,0
7730,9,Atletico-GO,14,3,57,528,85,9,3,0,3,9
7731,9,Juventude,11,3,48,251,40,21,3,0,5,5
7731,9,Fluminense,6,2,52,259,39,10,4,1,1,7
7732,9,Fortaleza,12,6,34,280,75,21,4,0,5,3
7732,9,Flamengo,11,3,66,526,87,9,3,0,2,9
7733,9,Palmeiras,16,3,49,367,78,8,1,0,0,6
7733,9,Atletico-MG,11,3,51,378,82,19,3,0,4,2
7734,9,Bragantino,8,2,48,434,82,20,3,0,2,7
7734,9,Internacional,9,5,52,479,82,12,3,0,1,3
7735,9,Botafogo-RJ,16,5,63,464,85,11,2,0,1,9
7735,9,Goias,11,4,37,282,70,22,2,0,1,2
7736,10,Cuiaba,11,4,39,354,79,10,1,1,0,4
7736,10,Corinthians,11,4,61,552,87,11,2,0,0,3
7737,10,Ceara,7,3,43,348,70,20,3,0,0,4
7737,10,America-MG,16,3,57,452,78,18,2,0,3,4
7738,10,Athletico-PR,7,6,45,340,68,10,4,0,1,5
7738,10,Juventude,17,4,55,385,75,9,2,0,0,11
7739,10,Atletico-GO,13,5,53,429,79,12,1,0,1,8
7739,10,Avai,10,3,47,394,79,12,3,1,0,6
7740,10,Flamengo,13,3,69,551,88,16,4,0,1,7
7740,10,Bragantino,12,2,31,253,77,11,1,1,2,5
7741,10,Fluminense,13,9,43,332,78,13,3,0,1,1
7741,10,Atletico-MG,11,6,57,425,84,15,3,0,3,9
7742,10,Internacional,11,6,48,411,79,16,1,0,1,3
7742,10,Santos,22,6,52,414,80,11,2,0,2,10
7743,10,Botafogo-RJ,12,3,53,440,85,14,1,0,0,4
7743,10,Palmeiras,14,6,47,391,83,16,1,0,3,7
7744,10,Sao Paulo,16,4,60,467,83,13,3,0,1,10
7744,10,Coritiba,11,2,40,318,77,12,3,0,1,1
7745,10,Goias,12,2,48,379,82,18,2,0,2,2
7745,10,Fortaleza,20,4,52,391,80,12,1,0,5,6
7746,11,Juventude,8,2,42,427,81,12,4,0,4,5
7746,11,Corinthians,13,3,58,573,86,15,1,0,3,4
7747,11,Atletico-MG,16,4,68,601,88,11,4,0,1,5
7747,11,Santos,12,6,32,277,79,16,4,1,2,6
7749,11,Cuiaba,19,5,43,334,77,14,1,0,0,5
7749,11,Bragantino,8,4,57,450,81,15,3,0,0,4
7748,11,Fluminense,15,4,47,404,84,10,3,1,2,10
7748,11,Atletico-GO,17,9,53,484,84,13,2,0,3,6
7750,11,Flamengo,16,3,68,599,88,14,3,0,1,4
7750,11,Internacional,11,4,32,290,76,15,3,0,3,4
7751,11,Goias,12,4,49,360,81,20,6,0,1,2
7751,11,Ceara,20,6,51,369,75,14,2,1,3,10
7752,11,Sao Paulo,15,2,47,406,77,14,2,0,2,2
7752,11,America-MG,11,5,53,438,75,16,2,0,0,4
7753,11,Palmeiras,16,6,53,466,86,13,2,0,2,6
7753,11,Coritiba,11,4,47,410,84,11,1,1,1,5
7754,11,Fortaleza,23,6,64,500,80,13,1,0,1,7
7754,11,Athletico-PR,7,0,36,293,66,12,3,0,2,1
7755,11,Botafogo-RJ,22,7,51,415,74,19,4,0,1,7
7755,11,Avai,9,2,49,409,76,22,4,1,5,1
7756,12,Juventude,10,1,34,326,76,19,1,1,0,4
7756,12,Santos,18,9,66,630,87,14,2,0,2,9
7757,12,Ceara,16,3,53,482,81,14,2,0,1,5
7757,12,Atletico-MG,14,2,47,456,79,17,3,0,0,2
7758,12,Coritiba,16,5,47,413,80,12,1,0,1,5
7758,12,Bragantino,18,7,53,449,80,13,2,0,1,4
7759,12,Internacional,16,8,47,407,80,14,3,0,0,2
7759,12,Goias,7,3,53,425,84,11,4,0,4,8
7760,12,Flamengo,15,6,63,622,90,17,1,0,3,4
7760,12,Cuiaba,6,1,37,352,84,14,2,0,0,3
7762,12,Fluminense,20,3,79,685,89,9,1,0,1,8
7762,12,America-MG,9,4,21,183,64,12,3,1,0,3
7761,12,Athletico-PR,21,2,43,384,82,12,2,1,3,11
7761,12,Corinthians,11,6,57,522,86,9,2,1,0,4
7763,12,Botafogo-RJ,17,3,32,276,71,17,6,0,1,3
7763,12,Sao Paulo,6,2,68,573,82,17,3,0,4,3
7764,12,Atletico-GO,10,2,51,392,83,16,1,1,2,4
7764,12,Palmeiras,29,12,49,361,82,12,2,0,2,12
7765,12,Avai,12,4,51,435,80,16,1,0,2,3
7765,12,Fortaleza,4,3,49,424,81,17,3,0,2,4
7766,13,Ceara,9,1,55,454,83,10,2,0,6,6
7766,13,Cuiaba,14,1,45,368,79,15,0,0,1,7
7767,13,Santos,12,5,43,341,81,13,4,0,0,3
7767,13,Bragantino,18,7,57,441,85,18,3,0,0,9
7768,13,Flamengo,10,3,52,406,85,13,1,0,1,8
7768,13,Atletico-MG,16,3,48,373,84,18,4,0,1,9
7769,13,Coritiba,24,3,61,372,80,12,4,2,3,12
7769,13,Athletico-PR,10,3,39,251,70,11,6,0,2,1
7770,13,Goias,9,2,33,300,73,13,4,0,1,4
7770,13,Corinthians,17,3,67,603,85,7,1,0,3,6
7771,13,Botafogo-RJ,10,6,22,178,60,13,6,2,3,2
7771,13,Internacional,18,8,78,597,87,13,4,2,5,7
7772,13,Fortaleza,18,8,51,355,70,8,1,0,1,5
7772,13,America-MG,14,4,49,325,69,5,0,0,5,8
7773,13,Juventude,5,3,34,276,72,11,4,1,1,2
7773,13,Atletico-GO,26,6,66,513,87,15,3,0,1,7
7774,13,Fluminense,19,3,49,479,87,8,0,0,1,6
7774,13,Avai,9,4,51,486,83,15,3,0,4,3
7775,13,Sao Paulo,12,3,39,287,73,17,3,0,1,3
7775,13,Palmeiras,23,7,61,446,82,9,1,0,2,7
7776,14,Internacional,15,8,56,550,88,9,2,0,0,1
7776,14,Coritiba,14,4,44,427,88,16,4,0,2,9
7777,14,Bragantino,23,6,70,560,87,11,1,0,3,10
7777,14,Athletico-PR,10,6,30,247,68,14,4,0,0,5
7778,14,Flamengo,23,7,53,430,78,17,1,0,2,7
7778,14,America-MG,15,5,47,387,77,13,2,0,1,7
7779,14,Santos,7,2,38,335,73,10,3,0,4,2
7779,14,Corinthians,9,1,62,527,85,20,3,0,0,3
7780,14,Atletico-MG,17,6,67,663,90,14,0,0,1,1
7780,14,Fortaleza,8,3,33,328,77,15,5,0,0,3
7781,14,Avai,7,4,49,395,78,18,4,0,0,2
7781,14,Palmeiras,15,4,51,392,74,17,1,0,1,5
7782,14,Fluminense,11,3,80,730,89,14,2,0,1,6
7782,14,Botafogo-RJ,9,1,20,182,66,18,3,0,1,1
7783,14,Goias,15,5,46,311,71,14,3,0,2,4
7783,14,Cuiaba,13,2,54,356,75,16,3,1,0,6
7784,14,Atletico-GO,7,2,51,369,81,18,2,0,6,2
7784,14,Ceara,10,5,49,352,82,16,2,0,0,4
7785,14,Juventude,4,2,41,400,80,7,4,0,1,1
7785,14,Sao Paulo,29,9,59,527,87,15,3,0,0,16
7786,15,Juventude,17,3,56,574,90,11,2,0,1,6
7786,15,Atletico-MG,8,4,44,475,88,11,1,0,0,6
7787,15,Fluminense,15,6,58,519,90,11,0,0,4,6
7787,15,Corinthians,3,2,42,374,82,12,3,0,0,4
7788,15,Flamengo,12,6,54,489,86,13,2,0,0,3
7788,15,Santos,16,7,46,418,82,15,4,0,2,7
7789,15,Ceara,9,4,61,391,84,24,4,0,3,3
7789,15,Internacional,12,5,39,257,77,20,3,1,0,2
7790,15,Palmeiras,35,7,72,553,84,12,1,1,0,9
7790,15,Athletico-PR,13,5,28,231,60,15,2,0,0,2
7791,15,Cuiaba,13,3,40,374,76,12,0,0,2,4
7791,15,Avai,12,3,60,562,84,10,0,0,3,4
7792,15,Sao Paulo,8,2,47,346,78,20,7,0,1,0
7792,15,Atletico-GO,11,3,53,376,81,9,5,0,2,3
7793,15,Goias,21,3,47,377,78,8,2,0,2,3
7793,15,America-MG,21,5,53,412,77,14,2,0,2,11
7794,15,Fortaleza,22,7,63,479,87,22,3,0,1,6
7794,15,Coritiba,11,4,37,288,75,11,2,1,1,2
7795,15,Botafogo-RJ,9,1,35,248,67,19,4,0,0,4
7795,15,Bragantino,18,6,65,434,77,11,1,1,6,9
7796,16,Bragantino,37,13,46,355,76,5,1,0,1,19
7796,16,Avai,8,2,54,434,81,6,3,0,0,7
7797,16,Fluminense,18,6,60,501,87,16,2,0,0,9
7797,16,Ceara,17,6,40,344,79,17,3,0,2,10
7798,16,Athletico-PR,20,4,66,481,86,10,1,0,3,2
7798,16,Goias,11,3,34,256,70,15,2,0,0,2
7799,16,Coritiba,19,2,47,350,81,19,1,0,0,11
7799,16,Juventude,15,6,53,426,81,11,2,0,0,7
7800,16,Flamengo,12,4,51,457,82,12,4,0,1,3
7800,16,Corinthians,7,2,49,433,81,7,2,0,3,6
7802,16,Palmeiras,12,5,61,454,83,15,1,0,2,6
7802,16,Fortaleza,12,6,39,295,74,9,0,0,1,2
7803,16,Atletico-MG,11,2,60,496,84,12,1,0,2,7
7803,16,Sao Paulo,6,2,40,340,78,16,1,0,0,4
7801,16,Santos,19,5,48,349,79,13,5,0,0,9
7801,16,Atletico-GO,16,4,52,370,83,18,4,0,0,10
7804,16,Botafogo-RJ,6,2,54,473,82,11,1,2,2,2
7804,16,Cuiaba,14,6,46,404,81,7,1,0,2,5
7805,16,America-MG,9,7,32,309,71,8,5,0,2,2
7805,16,Internacional,21,4,68,647,86,5,0,0,2,13
7806,17,Athletico-PR,17,5,60,501,84,7,1,0,4,5
7806,17,Internacional,17,3,40,338,73,13,2,0,2,5
7807,17,Flamengo,17,4,55,543,90,13,0,0,0,8
7807,17,Coritiba,17,0,45,447,87,11,1,0,1,6
7808,17,Santos,6,2,59,474,83,12,3,0,1,8
7808,17,Avai,14,4,41,338,76,17,5,0,3,6
7809,17,Ceara,18,7,44,434,82,18,1,0,2,6
7809,17,Corinthians,11,4,56,542,84,5,1,0,1,2
7810,17,Goias,16,2,38,307,75,16,3,0,2,4
7810,17,Juventude,23,1,62,473,83,16,2,0,1,7
7811,17,Fluminense,15,3,64,583,86,7,2,0,1,3
7811,17,Sao Paulo,6,2,36,328,76,17,4,0,5,5
7813,17,Fortaleza,9,5,37,334,79,9,0,0,0,6
7813,17,Atletico-GO,15,3,63,555,87,7,1,0,1,5
7812,17,Botafogo-RJ,14,2,37,275,76,21,4,0,1,6
7812,17,Atletico-MG,15,4,63,487,88,18,3,0,3,2
7814,17,America-MG,25,4,56,490,84,8,3,0,2,10
7814,17,Bragantino,16,6,44,408,81,18,1,0,1,4
7815,17,Cuiaba,6,1,38,310,73,12,1,0,1,4
7815,17,Palmeiras,16,8,62,494,84,17,3,0,3,11
7816,18,Avai,16,2,55,444,83,14,2,0,1,3
7816,18,Ceara,14,5,45,366,77,17,0,0,1,3
7818,18,Goias,15,5,26,211,73,19,2,0,2,2
7818,18,Fluminense,17,10,74,603,90,9,0,0,0,3
7817,18,Bragantino,14,7,56,406,78,14,4,0,1,4
7817,18,Fortaleza,10,3,44,319,70,18,3,0,1,9
7819,18,Atletico-GO,15,5,58,527,85,8,0,0,1,2
7819,18,Athletico-PR,15,9,42,383,80,15,3,0,2,3
7820,18,Flamengo,27,12,63,550,91,14,3,0,2,5
7820,18,Juventude,8,2,37,317,82,13,3,1,1,4
7821,18,Internacional,15,7,34,297,82,11,4,0,3,4
7821,18,Sao Paulo,8,4,66,586,88,10,5,0,4,3
7822,18,Santos,16,7,35,298,75,15,2,0,2,4
7822,18,Botafogo-RJ,23,10,65,553,87,18,2,0,2,4
7823,18,Coritiba,8,4,38,372,82,15,3,0,1,2
7823,18,Corinthians,19,6,62,584,89,16,1,0,1,9
7824,18,Atletico-MG,7,4,69,672,90,10,1,0,1,2
7824,18,Cuiaba,16,8,31,296,77,7,1,0,1,4
7825,18,America-MG,15,3,48,399,77,16,5,0,1,7
7825,18,Palmeiras,17,5,52,419,81,6,3,0,2,7
7826,19,Goias,13,9,36,308,80,11,5,0,3,3
7826,19,Sao Paulo,20,4,64,541,86,7,2,0,0,6
7827,19,Athletico-PR,16,4,46,410,80,15,2,0,3,11
7827,19,Botafogo-RJ,17,6,54,494,82,16,0,0,0,2
7828,19,Flamengo,19,8,58,453,85,19,1,0,0,5
7828,19,Avai,13,4,42,333,81,19,1,0,1,6
7830,19,Palmeiras,18,9,52,391,83,13,0,0,4,12
7830,19,Internacional,11,5,48,374,77,15,1,0,1,5
7831,19,Ceara,17,4,56,429,85,14,3,0,1,3
7831,19,Juventude,13,7,44,337,81,20,1,0,1,8
7829,19,Fluminense,24,7,61,528,82,11,5,1,2,9
7829,19,Bragantino,5,2,39,331,72,20,2,0,4,5
7833,19,America-MG,10,3,35,318,67,12,1,0,2,3
7833,19,Atletico-GO,23,6,65,554,83,4,0,0,2,6
7832,19,Corinthians,7,3,47,474,79,12,1,0,0,0
7832,19,Atletico-MG,14,6,53,521,83,11,2,0,2,5
7834,19,Fortaleza,27,2,53,381,80,11,4,0,3,7
7834,19,Santos,11,3,47,375,71,11,4,0,1,5
7835,19,Cuiaba,8,0,58,490,84,12,3,0,1,4
7835,19,Coritiba,4,2,42,365,75,16,4,1,0,4
7836,20,Coritiba,20,3,51,355,80,11,2,1,3,7
7836,20,Goias,18,4,49,356,79,18,1,0,1,3
7837,20,Palmeiras,16,7,53,424,86,11,3,0,5,5
7837,20,Ceara,12,7,47,373,79,14,3,1,0,6
7838,20,Corinthians,16,4,49,484,78,6,0,0,1,3
7838,20,Botafogo-RJ,10,3,51,488,80,6,0,0,0,4
7839,20,Atletico-GO,5,1,48,433,84,16,7,1,0,3
7839,20,Flamengo,16,6,52,469,85,12,0,0,1,6
7841,20,Atletico-MG,21,5,69,600,88,12,1,0,1,7
7841,20,Internacional,9,3,31,277,70,13,1,0,1,1
7840,20,Athletico-PR,10,4,39,312,75,15,3,0,1,6
7840,20,Sao Paulo,12,2,61,484,85,13,4,0,1,5
7842,20,Fortaleza,7,2,43,344,77,10,4,0,1,3
7842,20,Cuiaba,19,5,57,429,80,11,2,0,0,10
7843,20,America-MG,18,6,47,372,76,16,1,0,0,7
7843,20,Avai,10,3,53,422,79,17,0,0,2,7
7844,20,Bragantino,23,5,52,445,85,11,1,0,2,7
7844,20,Juventude,9,3,48,421,79,15,1,0,1,5
7845,20,Santos,10,3,32,314,79,14,2,0,2,5
7845,20,Fluminense,12,7,68,660,91,12,5,0,0,5
7846,21,Juventude,15,3,66,506,83,12,1,0,2,13
7846,21,America-MG,10,4,34,278,69,18,2,0,1,2
7847,21,Ceara,16,5,61,533,84,9,4,0,1,8
7847,21,Botafogo-RJ,11,4,39,347,77,23,3,0,0,3
7849,21,Bragantino,21,6,58,449,86,10,1,0,1,10
7849,21,Atletico-GO,11,4,42,338,79,10,2,0,1,8
7848,21,Corinthians,14,4,59,522,81,12,1,0,2,8
7848,21,Avai,7,2,41,367,78,11,2,0,4,2
7850,21,Flamengo,20,7,45,423,79,7,2,0,1,3
7850,21,Sao Paulo,13,5,55,495,83,12,2,0,1,5
7851,21,Fluminense,11,5,65,558,88,11,2,0,1,11
7851,21,Cuiaba,9,1,35,300,77,14,1,0,2,6
7852,21,Goias,8,2,43,342,80,10,3,0,1,4
7852,21,Palmeiras,19,8,57,438,84,12,2,0,3,5
7853,21,Fortaleza,16,7,33,266,74,12,1,1,1,7
7853,21,Internacional,8,2,67,547,87,15,5,0,0,5
7854,21,Athletico-PR,10,5,36,287,79,14,2,0,1,2
7854,21,Atletico-MG,21,8,64,504,87,10,1,0,0,11
7855,21,Coritiba,15,2,48,427,82,23,3,0,0,6
7855,21,Santos,17,5,52,464,85,10,3,0,2,7
7856,22,Avai,13,3,54,391,81,10,2,0,2,2
7856,22,Goias,17,2,46,314,78,13,0,1,1,6
7857,22,Palmeiras,9,3,42,369,76,10,2,0,4,3
7857,22,Corinthians,14,4,58,490,81,15,2,0,1,5
7858,22,Cuiaba,13,4,44,341,80,14,4,0,4,5
7858,22,Juventude,5,3,56,443,82,14,4,1,2,4
7859,22,Atletico-GO,11,2,45,396,78,10,3,0,3,3
7859,22,Botafogo-RJ,14,5,55,459,84,18,0,1,0,8
7860,22,Coritiba,7,2,40,370,75,7,3,0,0,1
7860,22,Atletico-MG,19,7,60,531,82,20,0,0,0,9
7861,22,Fortaleza,12,6,35,266,63,13,4,0,1,8
7861,22,Ceara,13,3,65,483,78,9,3,0,2,4
7862,22,Athletico-PR,5,3,30,260,76,14,2,0,1,4
7862,22,Flamengo,19,13,70,571,91,13,3,0,0,12
7863,22,Sao Paulo,16,4,52,381,77,17,1,0,4,13
7863,22,Bragantino,11,4,48,362,82,10,0,0,1,4
7864,22,America-MG,16,5,39,343,68,16,1,0,1,6
7864,22,Santos,11,2,61,541,79,9,0,0,1,6
7865,22,Internacional,15,5,32,295,80,21,1,0,1,6
7865,22,Fluminense,8,0,68,628,90,12,1,0,2,5
7866,23,Goias,5,3,27,233,63,13,0,0,2,0
7866,23,Atletico-MG,28,7,73,591,85,10,0,0,0,7
7867,23,Fluminense,15,6,64,571,88,13,1,0,1,11
